,review_comment_message,review_creation_year,review_score,review_type
61023,Produto bom .,2018,4,positive
61025,A minha opinião é que a entrega no prazo é muito importante é satisfatório. ,2018,5,positive
61026,Muito bom chegou rápido e correto gostei ,2018,4,positive
61029,Entregue no prazo. Equipamento atende as necessidades. Excelente aquisição. ,2018,5,positive
61032,o produto superou as expectativas...Chegou dentro do prazo.,2017,5,positive
61036,Excelente entrega e produto.,2017,5,positive
61045,"Otimo produto, conforme o anunciado",2018,5,positive
61047,Muito eficiente a empresa . E ótimo atendimento.,2017,4,positive
61050,reocomendo,2017,4,positive
61051,"Não recebi minha mercadoria... sem informação, resposta Nada nada... .. ",2018,1,negative
61055,"Bolsa bonita, grande, espaçosas, chegou antes do prazo. Amei ! ",2018,5,positive
61056,Okokokokokokokokokllpkoklkoklkoklklk) mkkkkkmkm kkkkkkkkkkkkkkkkkkkkk kkkkkkkmkkmmkkkkk bbbbbbnbnnnnnnnnnnn nnnnhgfdfhhdghfvgchhfbjvbhfcbj hgffgtdvhrchyfhyhbjrfhuy hhfghyfhyvjyvjugf ggfghgghffhhfvhggh,2018,5,positive
61065,Só posso avaliar a loja depois da conclusão do meu pedido .eu já estava sonhando com minha pia .Não sei se a culpa e da loja ou dos correios .mais não recebi meu produto,2018,1,negative
61070,recomendo ok,2018,5,positive
61071,Nota dez ,2017,5,positive
61073,Recomendo!!!,2017,4,positive
61074,"Comprei uma churrasqueira (5 unidades em estoque), após a compra aprovada, recebi contato da loja alegando fim de estoque e sugeriram outro modelo e mesmo assim enviaram um 3o modelo diferente.",2018,1,negative
61077,Colocaram uma data e até hje não chegou e new uma data prevista para a entrega vcs colocaram dinovo ,2018,3,neutral
61078,"Não posso avaliar por enquanto, o produto foi postado e ocorreu uma greve no Pais. Obrigado.",2018,1,negative
61079,Foi bom recebe no praco certo,2017,5,positive
61082,Sem problemas.,2017,5,positive
61083,"O produto, é exatamente como esperava.perfeito.",2017,4,positive
61084,O produto está em outra cidade. Não tenho como retirar.paguei frete para ser entregue na minha casa.,2017,1,negative
61086,"As peças vieram conforme solicitado, porem as medidas não vieram conforme o pedido.",2017,3,neutral
61088,O produto é exatamente como imaginei,2018,5,positive
61089,"Olá, comprei o produto justamente por ser térmico e para minha surpresa não é.

Coloquei água bem gelada e não durou 1h... Recomendo a loja mas não o produto!",2017,2,negative
61090,Senhores recebemos o produto no sábado entregamos p minha sobrinha ontem na véspera como presente de natal. Vocês enviaram o par de patins somente do lado direito. Minha sobrinha chorou muito já estav,2017,1,negative
61093,"Produto chegou certinho, bem embalado e dentro do prazo. ",2018,5,positive
61094,vou guardar o nome da loja. entrega rapida e produto qualudade.,2018,4,positive
61098,Foi conforme solicitado e no prazo informado.,2017,4,positive
61104,"vou continuar comprando com
certeza muito gato",2017,5,positive
61106,Recebi um produto diferente do que comprei. Mandei 2 email e ainda não fui comunicada o que houve. ,2017,1,negative
61107,"Fiz a compra de 2 itens, paguei o frete e esperava que a entrega fosse na minha casa. Porém tive que fazer a retirada nos correios e pra minha surpresa quando cheguei em casa e fui abri a caixa só tin",2018,1,negative
61110,Produto com excelente qualidade eu recomendo,2018,5,positive
61111,Acho que a lannister.com deve ter obrigação de exigir o cumprimento dos prazos.,2018,1,negative
61112,Falta 1 produto chegar...a fatura já chegou e minha lancheira não chegou em minha residência.,2017,2,negative
61113,Produto conforme descrição e entregue dentro do prazo. ,2017,5,positive
61114,"Tudo Ok, loja de confiança.",2018,5,positive
61120,Rápida e eficiente,2017,5,positive
61122,Em 2 meses de espera não recebi o produto. Dividi em duas vezes paguei as duas vezes e não recebi o produto. UMA VERGONHA! Estou indo no procon pois o baratheon não atende telefone. VERGONHA.,2016,1,negative
61124,Ótima ,2018,5,positive
61129,Entregaram um pouco antes do prazo. Mostrou eficiência na entrega. Possui facilidade nas formas de pagamento. Obrigado. Agradeço a todos. Beijos.,2018,5,positive
61130,Recomendo comprar nesta loja. A entrega foi pontual.,2018,4,positive
61131,"são muito mal para atener os seus clientes, não entregam a mercadoria no prazo.",2017,1,negative
61133,Muito bom recomendo a todos ,2017,5,positive
61134,Gostaria que fosse comprido o combinado !!!!,2018,1,negative
61137,"Recebi somente 1 produto apesar de ter pedido e pago 2 e não gostei da qualidade. Quero devolver
",2018,1,negative
61138,"Comprei 3 luminárias, recebi apenas 1(uma) e consta no pedido que recebi as 3. E agora o que eu faço? Preciso das 3 Pq é uma composição. Tô de mãos atadas.",2018,1,negative
61139,O produto é bom e chegou antes do esperado.,2018,5,positive
61142,recomendo....entrega super rápida.Produto de ótima qualidade.,2018,5,positive
61143,.,2018,5,positive
61145,Site seguro para compras..,2018,5,positive
61148,ok,2017,5,positive
61149,Poderia ter sido melhor se a entrega fosse em minha residência... Pois tive que enfrentar uma tremenda fila para retirar nos correios!,2017,1,negative
61150,"Recebi dois carregadores, porem com referencias diferentes. Modelo CDQ-X28 (CORRETO), e o outro que dei de presente e NAO SERVIU.",2017,2,negative
61152,"Loja muito eficiente, produtos bem embalados e entrega antes do prazo.",2017,5,positive
61156,Recebi somente uma. Porém comprei duas. Não gostei da qualidade do produto e não veio embalada com etiqueta. Fica a impressão que é usada. E comprei para presentear. Quero devolve-lá. ,2018,2,negative
61158,"Entrega muito rápida, bem antes do estimado e realmente o que estava demonstrando no site. Muito bom. Excelente tamanho, cor e qualidade.",2018,5,positive
61161,Ok,2017,5,positive
61162,"Muito bom! Recomendo! 
Estão de parabéns entrega no prazo!",2017,4,positive
61163,Ja e a segunda encomenda que não chega na data prevista. A anterior demorou muito e essa ainda não chegou ,2018,1,negative
61164,Gostei bastante muito grande e bonita ,2017,5,positive
61171,"Muito bom recomendo , foi muito fácil de comprar , fui sendo informada de todo processo da compra e chegou muito rápido bem antes do prazo previsto ...",2017,5,positive
61172,Não recebi o relógio digital até a presente data 02/02/2018,2018,1,negative
61175,"excelente indico para todos
",2018,5,positive
61177,"A Encomenda estava com a caixa aberta, mas o produto chegou em perfeito estado.",2018,3,neutral
61178,.,2017,5,positive
61180,"Comprei dois cartuchos de impressora no mesmo pedido, paguei pelos os dois é só chegou um cartucho. não consigo falar com ninguém a respeito disso. ",2018,1,negative
61182,"veio funcionando perfeitamente
",2018,4,positive
61184,"Muito bom , veio exatamente como descrito.",2018,5,positive
61185,"Aconteceu uma pequena divergência na entrega, porém consegui resolver juntamente com a loja este atrito. De uma forma geral atendeu minha necessidade. ",2017,3,neutral
61187,Produto com qualidade inferior ao que imaginei. E alto valor.,2017,3,neutral
61190,Chegou dentro do prazo e bem embalada tudo certo ,2018,4,positive
61191,Recomendo ótimo!!,2018,5,positive
61193,Ótimo entregue bem antes do prazo,2017,5,positive
61194,entrega rápida ...são lindas amei .,2017,5,positive
61195,Recomendo essa loja pra todos. ,2017,5,positive
61196,Produto nunca chegou na unidade da minha cidade.,2018,1,negative
61197,O produto não foi entregue. Tive que retira lo no correio na segunda tentativa porque minguem informou o horário de funcionamento para a retirada do produto. Não fiquei satisfeito com a entrega. ,2018,3,neutral
61199,Recomendo pois foi simples comprar e receber meu perfume preferido tranquilamtranquilamente em minha casa e melhor ainda com um preço bom.,2017,5,positive
61200,Produto chegou antes do previsto e possui ótima qualidade. Recomendo.,2017,5,positive
61201,"Entrega antes do prazo, não montei ainda, mas aparentemente é bom.",2018,5,positive
61210,"Muito bom, e chegou antes do prazo",2017,4,positive
61212,"Muito satisfeito estão de parabens,super recomendo",2017,5,positive
61213,"Produto de ótima qualidade,entrega no prazo,preço ótimo,super indico essa loja e o produto.",2017,5,positive
61215,"Achei excelente! Seguro, produto exatamente como está na foto.
Só recomendo encurtar o prazo de entrega, fiquei ansiosa pela mercadoria.",2017,5,positive
61216,O produto tem ótimo acabamento e o valor é o melhor que encontrei. Entrega realizada antes do previsto. ,2018,5,positive
61222,O calor do frete saiu quase a metade do preço do produto. Acho q precisa avaliar esse valor. ,2017,4,positive
61225,MUITO BOM O SERVIÇO,2018,5,positive
61227,"Recebi antes do prazo previsto , recomendo ",2017,5,positive
61230,"Comprei duas unidades e recebi apenas uma com o valor de duas. Até hj espero a resolução do problema e as respostas dos inúmeros e-mail que mandei!
Nota Zero!",2017,1,negative
61231,"Bem expecificado o anúncio, cumpriu o prazo e o produto é o q eu esperava!",2017,5,positive
61233,Os produtos: assento para carro e as mantas chegaram em datas diferentes. Os sapatinhos ainda não chegaram.,2017,1,negative
61234,"Surpreendi com a entrega rápida, produto bonito e muito macio. 













Entrega antes do prazo, produto bonito e macio. Atrás é anti derrapante.



",2017,4,positive
61239,O produto voltou e nem sequer ligaram pra saber como proceder pra mandar novamente ,2017,1,negative
61246,"No anúncio falava que comprando o produto ganharia um brinde. Comprei 2 produtos, mas não recebi qualquer brinde.",2017,3,neutral
61247,Eu precisando muito da prancha isso nunca aconteceu comigo sempre comprei em site e sempre chegou antes do vencimento. Desta vez venceu e ñ chegou ainda. Veja os vcs podem fazer.precido do Vale,2018,2,negative
61250,Recomendo com certeza!,2018,5,positive
61252,"Comprei no Rio e mandei entregar no Paraná, chegou bem embalado e antes da data prevista, não vi o produto que só será aberto na noite de Natal, quando farei nova avaliação.",2017,4,positive
61253,"Produto entregue correto, antes do prazo estipulado. Satisfeito.",2018,5,positive
61256,"Produto lindo,adorei!!",2018,5,positive
61260,Recebi o produto porem não gostei ! Ja solicitei devolução mas ate o presente momento nao tive retorno. ,2017,2,negative
61261,Sempre satisfeito ,2017,5,positive
61267,gosto muito de comprar aqui sempre meus produtos chega em dias. ,2018,4,positive
61271,Muito bom 👍🏼??,2018,5,positive
61274,chegou teclado mouse o CPU mas o computador nao,2017,1,negative
61277,"fui bem atendido, é uma empresa séria e profissional
",2017,5,positive
61279,Sem opinião não precisa vocês estão de parabéns,2017,5,positive
61289,"Foi entregue até antes da data prevista, só achei ele muito pequeno. E ficou largo no meu pulso.",2018,3,neutral
61291,"Estou insatisfeita pois não recebi o produto que comprei. Comprei um carregador Asus para Zenfone Asus Selfie.
Os cabos que chegaram não serve para o meu celular. ",2018,1,negative
61294,"Satisfeito com produto, preço, prazo de entrega",2018,5,positive
61297,"Produto entregue antes do previsto...
Excelente!!!",2018,5,positive
61302,"por enquanto tudo bem com o produto, nada a reclamar.",2018,5,positive
61303,FOI UMA BOA COMPRA ENTREGUE ANTES DO PRAZO.,2018,5,positive
61308,Bom.,2017,5,positive
61310,O lustre veio sem as lâmpadas ,2018,2,negative
61314,Perfeita top só pensei que fosse um pouco maior ,2017,4,positive
61315,Os produtos chegaram dentro do prazo recomendado. Já usei e adorei. ,2018,5,positive
61323,recebí de acordo com o anunciado! ,2018,5,positive
61326,"O produto foi entregue bem antes do prazo,bem embalado e de acordo com as especificaçoes, estou muitissimo satisfeito nota maxima para empresa.",2017,5,positive
61331,Não gostei do produto compro foto nada haver com a mercadoria..Não recomendo...,2017,1,negative
61335,Entrega bem ágil,2017,5,positive
61337,Satisfação com os produtos e tudo entregue no tempo certo. Obrigada!,2018,4,positive
61338,entrega rapida,2018,3,neutral
61339,"OK, o produto e exatamente como eu aguardava. Prazo de entrega foi menor que o previsto. Porém, achei o valor do transporte um pouco elevado.",2017,4,positive
61340,"Produto de qualidade conforme anunciado, entrega antes do combinado.",2018,5,positive
61343,mto bom,2018,5,positive
61344,material ruim. sem garantia ,2018,1,negative
61345,"Foi entrege apenas 1 produto e na cor errada, veio branco e eu comprei bege",2017,2,negative
61347,"Infelizmente deixou a desejar, porque paguei 45 reais de entrega. Para ser entregue na minha residência, mas não foi isso que aconteceu. Tive que ir na angencia dos correios pra buscar o meu pedido.",2018,2,negative
61348,O produto e a entrega Superou minhas expectativas.,2018,5,positive
61355,Ótimo produto ...,2018,5,positive
61356,Varias vezes ja comprei e todas tenho que ir buscar nos correios eles não tentao fazer as entregas das lannister obs (so lannister) outra qualquer ou mercado livre chega mais com as lannister não ,2017,2,negative
61360,Produto bom já usei e no momento superou as expectativas.,2018,5,positive
61364,Não gostei porque não chegou e está marcando que chegou ,2018,1,negative
61365,Chegou tão rápido que nem deu tempo de receber o email confirmando o pagamento!,2017,5,positive
61367,Comprei um sling preto e veio um azul. Esperei mais de um mês para que ele chegasse por causa da greve dos correios. Agora terei que esperar mais quantos dias para trocar? Lamentável!,2017,1,negative
61369,Chegou antes do prazo e tudo certo conforme o anúncio.,2017,4,positive
61370,meu produto ainda não chegou e estou chateado pela demora!,2018,1,negative
61376,"Produto muito bonito material muito bom, muito satisfeito com a compra...",2018,5,positive
61385,poderia ter chegado mais rápido,2018,3,neutral
61387,"Produto com ótimo acabamento,superou minhas expectativas.Eu recomendo!.",2018,5,positive
61390,Esta é mais uma das mensagens que envio desde 27/04/18. Não recebi minha compra completa. Falta 1(um) cartucho. Justamente o MAIS CARO! O colorido. ,2018,1,negative
61391,super indico... entrega super rápida...,2018,5,positive
61394,Um site que sempre confio para minhas compras. Eu recomendado.,2017,5,positive
61396,Muito bom recomendo,2018,5,positive
